item_id,item_name,unit_id,unit_name,category,subcategory,serving_size,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,total_carb,dietary_fiber,sugars,protein,ingredients,allergens,scraped_at
243777570,Black Pepper Tofu,10,Sprout,Lunch and Dinner,Entree,6 oz Portion (170g),260,16g,2g,NA,NA,680mg,15g,3g,8g,17g,"Tofu, Large Green Bell Pepper, Onion Yellow Jumbo, Red Bell Pepper (RED BELL PEPPER), Oil Canola Olive Extra Virgin 75/25 (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Unseasoned Rice Wine Vinegar (GLUCOSE SYRUP, WATER, ALCOHOL, RICE, CORN SYRUP, SALT), Sauce Soy Tamari Gluten Free 1/2 Gal (WATER,SOYBEANS,SALT,SUGAR,BREWING STARTER), Garlic White Whole Clove Peeled (GARLIC, WATER, AND CITRIC ACID.), Ground Black Pepper, Corn Starch, Sugar Light Brown Monarch 2 lb (SUGAR, MOLASSES)",,2025-05-31T23:29:04.348111
243777568,Chick Pea Stew,10,Sprout,Lunch and Dinner,Entree,11.25 oz Portion (319g),110,2g,0g,NA,0mg,510mg,21g,6g,6g,5g,"Bean Garbanzo in Brine Cn (PREPARED GARBANZO BEANS, WATER, SALT, DISODIUM EDTA ADDED FOR COLOR RETENTION.), 1"" Cnd Tomatoes Diced in Juice (TOMATOES, TOMATO JUICE, SALT, CITRIC ACID, CALCIUM CHLORIDE), Medium Squash Zucchini, Small Yellow Squash, Vegetable Broth (Base Vegetable Paste Shelf Stable (A BLEND OF VEGETABLES [PUREES CARROT, CELERY, ONION, SAUTEED ONION, RED BELL PEPPER, DEHYDRATED TOMATO, CARROTS, GREEN BELL PEPPER, ONION, JUICES ONION, GARLIC, SHALLOT, CARROT], SUGAR, SALT, YEAST EXTRACT, HYDROLYZED CORN PROTEIN, CONTAINS 2 OR LESS OF THE FOLLOWING: MALTODEXTRIN, CANOLA OIL, NATURAL FLAVORS, DISODIUM INOSINATE, DISODIUM GUANYLATE, SPICE, RED WINE CONCENTRATE, HYDROLYZED SOY PROTEIN)), Jumbo Carrots, Jumbo Yellow Onion, Garlic White Whole Clove Peeled (GARLIC, WATER, AND CITRIC ACID.), Fresh Basil Herb (FRESH BASIL.), Curry Powder (SPICES (INCLUDING CORIANDER, FENUGREEK TURMERIC AND RED PEPPER), AND ONION), Dried Oregano Leaf (WHOLE OREGANO LEAVES.), Washed & Destemmed Fresh Cilantro Herb, Salt Kosher Ground Coarse Box (SALT, YELLOW PRUSSIATE OF SODA), Oil Canola Olive Extra Virgin 90/10 Blnd (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Spice Pepper Black Ground 5 lb (GROUND BLACK PEPPER.), Cinnamon Sticks (CINNAMON STICKS), Ground Cumin",,2025-05-31T23:29:05.021932
243777569,Plant Based Chicken Nuggets,10,Sprout,Lunch and Dinner,Entree,3.35 oz Portion (100g),170,7g,0g,0g,0mg,360mg,14g,2g,0g,14g,"Chicken Sub Pieces Meatless Battered (WATER, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIOMINE MONITRATE, RIBOFLAVIN, FOLIC ACID), SOY PROTEIN ISOLATE, VITAL WHEAT GLUTEN, CANOLA OIL, CONTAINS LESS THAN 2% OF THE FOLLOWING:  RICE FLOUR, MODIFIED POTATO STARCH, METHYLCELLULOSE, SALT, SUGAR, ORGANIC ANCIEN GRAIN FLOUR (KHORASAN WHEAT), GARLIC POWDER, POTATO STARCH, NATURAL FLAVORS, YEAST EXTRACT, TITANIUM DIOXIDE (COLOR, SPICES, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE), LACTIC ACID)",,2025-05-31T23:29:05.628836
243777572,Balsamic Maple Brussels Sprouts,10,Sprout,Lunch and Dinner,Sides,5 oz Portion (144g),190,14g,1g,0g,0mg,320mg,10g,3g,10g,3g,"Brussels Sprouts, Syrup Balsamic (Vinegar Balsamic Ambrosia (WINE VINEGAR, CONCENTRATED GRAPE MUST, CARAMEL COLOR), Syrup Pancake Tff Silver Source (CORN SYRUP, WATER, ARTIFICIAL MAPLE FLAVOR, SALT, CMC GUM, CARAMEL COLOR, SODIUM BENZOATE, AND POTASSIUM SORBATE (PRESERVATIVES))), Canola Frying Liquid Shortening (CANOLA OIL WITH TBHQ AND CITRIC ACID ADDED AS PRESERVATIVES AND DIMETHYLPOLYSILOXANE ADDED AS AN ANTI-FOAMING AGENT.), Salt Kosher Ground Coarse Box (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground 5 lb (GROUND BLACK PEPPER.)",,2025-05-31T23:29:06.261035
243777571,Brown Rice,10,Sprout,Lunch and Dinner,Sides,4.oz Portion (116g),80,2.5g,0g,0g,0mg,510mg,12g,< 1g,NA,1g,"Rice Brown Parboiled Long Grain, Oil Canola Olive Extra Virgin 90/10 Blnd (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Salt Kosher Ground Coarse Box (SALT, YELLOW PRUSSIATE OF SODA)",,2025-05-31T23:29:06.884151
243790018,Beef Aloo,18,Tandoor Indian Cuisine,Lunch/Dinner,Meat Dishes,3.2 oz Portion (91g),100,3.5g,1g,NA,40mg,280mg,2g,NA,NA,16g,"Beef Knuckle Peeled Halal, Whole Roma Tomatoes Cnd (TOMATOES, TOMATO JUICE SALT, CITRIC ACID, CALCIUM CHLORIDE), Onion White Spring Flat Fresh 15-18 Bunc, Tomato 4x5, Pureed Ginger (GINGER, PHOSPHORIC ACID, SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES.), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Garlic White Whole Clove Peeled (GARLIC), Ground Coriander, Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), Ground Cumin, Mild Chili Powder (CHILI PEPPER AND OTHER SPICES, SALT AND GARLIC POWDER.), Garam Masala (SPICES (INCLUDING CORIANDER, BLACK PEPPER, CUMIN, CARDAMOM, AND CINNAMON)), Ground Turmeric",,2025-05-31T23:29:08.531291
243790019,Chicken Curry,18,Tandoor Indian Cuisine,Lunch/Dinner,Meat Dishes,5 oz Portion (142g),130,5g,NA,NA,NA,1470mg,6g,< 1g,1g,15g,"Chicken Breast Sgl Lobe Bnls Sknls 4 oz, Jumbo Yellow Onion, Tomato 4x5, Garlic Ginger Paste (Pureed Ginger (GINGER, PHOSPHORIC ACID, SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES.), Water Tap, Garlic White Whole Clove Peeled (GARLIC)), Washed & Destemmed Fresh Cilantro Herb, Shortening Frying Canola Oil (CANOLA OIL, ANTI-FOAMING AGENT), Cumin Seeds, Garam Masala (SPICES (INCLUDING CORIANDER, BLACK PEPPER, CUMIN, CARDAMOM, AND CINNAMON)), Ground Coriander, Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), Mild Chili Powder (CHILI PEPPER AND OTHER SPICES, SALT AND GARLIC POWDER.), Ground Turmeric",,2025-05-31T23:29:09.181082
243790020,Chicken Tikka Masala,18,Tandoor Indian Cuisine,Lunch/Dinner,Meat Dishes,5.5 oz Portion (156g),150,9g,6g,NA,35mg,820mg,10g,1g,3g,7g,"Sauce Tikka (No Nuts) (Whole Roma Tomatoes Cnd (TOMATOES, TOMATO JUICE SALT, CITRIC ACID, CALCIUM CHLORIDE), Cnd Crushed Unpeeled Tomatoes in Puree (VINE-RIPENED UNPEELED TOMATOES, TOMATO PUREE, LESS THAN 2% OF:  SALT, CITRIC ACID.), Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Onion White Spring Flat Fresh 15-18 Bunc, Dried Lentils (ORGANIC LENTILS), Pureed Ginger (GINGER, PHOSPHORIC ACID, SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES.), Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), Lemon Juice Not from Concentrate (LEMONS), Ground Coriander, Kasuri Methi (DRIED FENUGREEK LEAVES), Ground Cumin, Sugar White Granulated Cane B, Mild Chili Powder (CHILI PEPPER AND OTHER SPICES, SALT AND GARLIC POWDER.), Garam Masala (SPICES (INCLUDING CORIANDER, BLACK PEPPER, CUMIN, CARDAMOM, AND CINNAMON))), Chicken Tikka (Chicken Breast Sgl Lobe Bnls Sknls 4 oz, Yogurt Plain Greek Whole Milk Dannon (CULTURED GRADE A MILK. CONTAINS ACTIVE YOGURT CULTURES.), Pureed Ginger (GINGER, PHOSPHORIC ACID, SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES.), Garlic Chopped in Water, Vinegar Distilled White Domestic (WHITE DISTILLED VINEGAR (DILUTED WITH WATER TO 5% ACIDITY)), Kasuri Methi (DRIED FENUGREEK LEAVES), Garam Masala (SPICES (INCLUDING CORIANDER, BLACK PEPPER, CUMIN, CARDAMOM, AND CINNAMON)), Ground Coriander, Ground Cumin, Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), Food Coloring Yellow)",,2025-05-31T23:29:09.895286
243790021,Malabar Fish,18,Tandoor Indian Cuisine,Lunch/Dinner,Meat Dishes,4.4 oz Portion (125g),150,9g,2.5g,NA,40mg,580mg,3g,NA,2g,15g,"Swai Fish Fillet, Yogurt Whole Milk Tandoor 4 lb (CULTURED PASTEURIZED GRADE A MILK AND CREAM, SKIM MILK AND PECTIN), Tomato 4x5, Onion White Spring Flat Fresh 15-18 Bunc, 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Lemon Juice Not from Concentrate (LEMONS), Fenugreek, Ground Coriander, Habanero Chili Pepper, Vinegar Distilled White Domestic (WHITE DISTILLED VINEGAR (DILUTED WITH WATER TO 5% ACIDITY)), Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), Ground Turmeric, Mild Chili Powder (CHILI PEPPER AND OTHER SPICES, SALT AND GARLIC POWDER.)",,2025-05-31T23:29:10.548194
243790022,Meatball Manchurian,18,Tandoor Indian Cuisine,Lunch/Dinner,Meat Dishes,2 oz Portion (57g),430,50g,4g,NA,NA,120mg,< 1g,NA,NA,< 1g,"75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Meatball Chicken Turkey Beef Seasoned (MECHANICALLY SEPARATED CHICKEN, MECHANICALLY SEPARATED TURKEY, WATER, BEEF, TEXTURED VEGETABLE PROTEIN PRODUCT [SOY FLOUR, ZINC OXIDE, NIACINAMIDE, FERROUS SULFATE, COPPER GLUCONATE, VITAMIN A PALMITATE, CALCIUM PANTOTHENATE, THIAMINE MONONITRATE (B1), PYRIDOXINE HYDROCHLORIDE (B6), RIBOFLAVIN (B2), CYANOCOBALAMIN (B12)], VEGETABLE PROTEIN PRODUCT [SOY PROTEIN CONCENTRATE, ZINC OXIDE, NIACINAMIDE, FERROUS SULFATE, COPPER GLUCONATE, VITAMIN A PALMITATE, CALCIUM PANTOTHENATE, THIAMINE MONONITRATE (B1), PYRIDOXINE HYDROCHLORIDE (B6), RIBOFLAVIN (B2), CYANOCOBALAMIN (B12)], BREAD CRUMBS [BLEACHED WHEAT FLOUR, SOYBEAN OIL, DEXTROSE, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), WHEY, OLEORESIN PAPRIKA], BELL PEPPERS, SEASONING (DEXTROSE, TOMATO POWDER, SOYBEAN OIL, DISODIUM INOSINATE, DISODIUM GUANYLATE, SPICE EXTRACTIVES, NONFAT DRY MILK), ONIONS, SALT, SODIUM PHOSPHATE, CARAMEL COLOR. SET IN VEGETABLE OIL..), Pepper Bell Red Fresh (RED BELL PEPPER), Jumbo Yellow Onion, Oyster Sauce (WATER, SUGAR, OYSTER EXTRACTIVES (OYSTER, WATER SALT), SALT, MODIFIED CORN STARCH, MONOSODIUM GLUTAMATE, WHEAT FLOUR, CARAMEL COLOR), Ketchup Tomato Heinz 1.5 Gal (TOMATO CONCENTRATE FROM RED RIPE TOMATOES, DISTILLED VINEGAR, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SALT, SPICE, ONION POWDER, NATURAL FLAVORING), Onion White Spring Flat Fresh 15-18 Bunc, Sauce Soy Tandoor (WATER, SOYBEANS, SUGAR, SALT, WHEAT FLOUR, EXTRACT OF MUSHROOM), Garlic White Whole Clove Peeled (GARLIC), Vinegar Distilled White Domestic (WHITE DISTILLED VINEGAR (DILUTED WITH WATER TO 5% ACIDITY)), Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), Garam Masala (SPICES (INCLUDING CORIANDER, BLACK PEPPER, CUMIN, CARDAMOM, AND CINNAMON))",,2025-05-31T23:29:11.193184
243790023,Chana Masala,18,Tandoor Indian Cuisine,Lunch/Dinner,Vegetarian Dishes,5 oz Portion (142g),120,6g,NA,NA,NA,1300mg,16g,3g,1g,5g,"Chickpeas Bush (PREPARED CHICK PEAS, WATER, SALT, CALCIUM CHLORIDE ADDED AS A FIRMING AGENT, AND DISODIUM EDTA ADDED TO PRESERVE COLOR.), Jumbo Yellow Onion, Whole Roma Tomatoes Cnd (TOMATOES, TOMATO JUICE SALT, CITRIC ACID, CALCIUM CHLORIDE), Garlic Ginger Paste (Pureed Ginger (GINGER, PHOSPHORIC ACID, SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES.), Water Tap, Garlic White Whole Clove Peeled (GARLIC)), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Cumin Seeds, Garam Masala (SPICES (INCLUDING CORIANDER, BLACK PEPPER, CUMIN, CARDAMOM, AND CINNAMON)), Ground Coriander, Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), Mild Chili Powder (CHILI PEPPER AND OTHER SPICES, SALT AND GARLIC POWDER.), Ground Turmeric, Washed & Destemmed Fresh Cilantro Herb",,2025-05-31T23:29:11.844448
243790024,Creamy Tofu Korma,18,Tandoor Indian Cuisine,Lunch/Dinner,Vegetarian Dishes,3.38 oz Portion (96g),90,7g,1.5g,NA,5mg,790mg,5g,NA,2g,3g,"Firm Tofu (SOY), Whole Roma Tomatoes Cnd (TOMATOES, TOMATO JUICE SALT, CITRIC ACID, CALCIUM CHLORIDE), Onion White Spring Flat Fresh 15-18 Bunc, Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Shortening Frying Canola Oil (CANOLA OIL, ANTI-FOAMING AGENT), Garlic Ginger Paste (Pureed Ginger (GINGER, PHOSPHORIC ACID, SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES.), Water Tap, Garlic White Whole Clove Peeled (GARLIC)), Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Garam Masala (SPICES (INCLUDING CORIANDER, BLACK PEPPER, CUMIN, CARDAMOM, AND CINNAMON)), Kasuri Methi (DRIED FENUGREEK LEAVES), Ground Coriander, Mild Chili Powder (CHILI PEPPER AND OTHER SPICES, SALT AND GARLIC POWDER.), Red Food Coloring (WATER, FD&C RED 40, CITRIC ACID AND 0.1% SODIUM BENZOATE ADDED AS PRESERVATIVES.)",,2025-05-31T23:29:12.523594
243790025,Curry Egg,18,Tandoor Indian Cuisine,Lunch/Dinner,Vegetarian Dishes,4.65 oz Portion (132g),140,10g,1.5g,NA,130mg,730mg,6g,< 1g,2g,46g,"Tomato 4x5, Hard Boiled Egg Peeled Papetti's 25 lb (WHOLE HARD COOKED EGGS, WATER, CITRIC ACID, SODIUM BENZOATE, AND NISIN PREPARATION (AS PRESERVATIVES)), Jumbo Yellow Onion, 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Garlic White Whole Clove Peeled (GARLIC), Pureed Ginger (GINGER, PHOSPHORIC ACID, SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES.), Ground Coriander, Ground Cumin, Mild Chili Powder (CHILI PEPPER AND OTHER SPICES, SALT AND GARLIC POWDER.), Coriander Leaves Fresh, Garam Masala (SPICES (INCLUDING CORIANDER, BLACK PEPPER, CUMIN, CARDAMOM, AND CINNAMON)), Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), Ground Turmeric",,2025-05-31T23:29:13.169094
243790026,Mixed Vegetables,18,Tandoor Indian Cuisine,Lunch/Dinner,Vegetarian Dishes,5.8 oz Portion (164g),100,6g,0.5g,NA,0mg,850mg,11g,3g,3g,3g,"Jumbo Carrots, Medium Squash Zucchini, Tomato 4x5, Potato Russet Idaho 90 Ct (POTATO), Cauliflower Florets, Peas Green Frz 20 lb, Onion White Spring Flat Fresh 15-18 Bunc, 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Garlic White Whole Clove Peeled (GARLIC), Pureed Ginger (GINGER, PHOSPHORIC ACID, SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES.), Ground Cumin, Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), Ground Turmeric",,2025-05-31T23:29:13.823670
243790027,Panir Saag,18,Tandoor Indian Cuisine,Lunch/Dinner,Vegetarian Dishes,5.5 oz Portion (156g),250,19g,11g,NA,50mg,660mg,7g,2g,NA,13g,"Chopped Spinach, Panir (MILK), Whole Roma Tomatoes Cnd (TOMATOES, TOMATO JUICE SALT, CITRIC ACID, CALCIUM CHLORIDE), Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Tomato 4x5, Garlic White Whole Clove Peeled (GARLIC), Pureed Ginger (GINGER, PHOSPHORIC ACID, SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES.), Margarine Solid IW Salted (VEGETABLE OIL BLEND (PALM OIL, SOYBEAN OIL), WATER, CONTAINS 2% OR LESS OF: SALT, SOYBEAN LECITHIN (SOY), VEGETABLE MONOGLYCERIDES, CITRIC ACID (PRESERVATIVE), BETA CAROTENE (COLOR), NATURAL FLAVOR AND VITAMIN A PALMITATE ADDED), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Ground Coriander, Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), Onion White Spring Flat Fresh 15-18 Bunc, Cumin Seeds, Ground Cumin, Mild Chili Powder (CHILI PEPPER AND OTHER SPICES, SALT AND GARLIC POWDER.), Ground Turmeric",,2025-05-31T23:29:14.483916
243790028,Basmati Rice,18,Tandoor Indian Cuisine,Lunch/Dinner,Snack Boxes and Sides,7 oz Portion (200g),440,0g,0g,0g,0mg,0mg,98g,0g,0g,8g,"Rice Basmati Raw, Water Tap",,2025-05-31T23:29:15.111457
243790029,Cabbage Poriyal,18,Tandoor Indian Cuisine,Lunch/Dinner,Snack Boxes and Sides,3.6 oz Portion (90g),50,3g,0g,NA,0mg,450mg,5g,2g,2g,1g,"Medium Green Cabbage, Onion White Spring Flat Fresh 15-18 Bunc, 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Fenugreek, Pureed Ginger (GINGER, PHOSPHORIC ACID, SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES.), Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), Mustard Seeds, Ground Turmeric",,2025-05-31T23:29:15.745938
243790030,Naan,18,Tandoor Indian Cuisine,Lunch/Dinner,Snack Boxes and Sides,2 Piece Portion (65g),220,1g,0g,NA,0mg,80mg,45g,2g,< 1g,6g,"Flour Wheat All Purpose (BLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID.), Gallon Whole Milk, 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), White Granulated Cane Sugar (GRANULATED SUGAR), .5 ltr Spring Water",,2025-05-31T23:29:16.377828
243790031,Vegetable Samosa,18,Tandoor Indian Cuisine,Lunch/Dinner,Snack Boxes and Sides,Samosa (132g),290,9g,0g,0g,0mg,700mg,44g,3g,0g,5g,"Samosa Vegetable Parfried Frz Bulk (UNBLEACHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, CANOLA OIL, CHICKPEA FLOUR (SPLIT CHANA DAL FLOUR), SALT, DEXTROSE.  FILLING:  POTATOES (POTATOES, DEXTROSE, DISODIUM PYROPHOSPHATE (ADDED TO MAINTAIN COLOR), GREEN PEAS, CANOLA OIL, SPICES, SALT, CILANTRO, GINGER, JALAPENO PEPPERS, SALT LIME JUICE, MANGO POWDER, BLACK SALT, TURMERIC)",,2025-05-31T23:29:16.990521
246047425,Tandoor Mango Lassi,18,Tandoor Indian Cuisine,Lunch/Dinner,Coffee and Tea,10 oz Portion (309g),320,8g,5g,0g,25mg,65mg,47g,2g,65g,18g,"Yogurt Plain Greek Whole Milk Dannon (CULTURED GRADE A MILK. CONTAINS ACTIVE YOGURT CULTURES.), Kesar Mango Pulp (Kesar mango pulp, sugar, water, citric acid), White Granulated Cane Sugar (GRANULATED SUGAR), Food Coloring Yellow, Red Food Coloring (WATER, FD&C RED 40, CITRIC ACID AND 0.1% SODIUM BENZOATE ADDED AS PRESERVATIVES.)",,2025-05-31T23:29:17.610981
246083487,Beef Aloo,18,Tandoor Indian Cuisine,Lunch,Meat Dishes,3.2 oz Portion (91g),100,3.5g,1g,NA,40mg,280mg,2g,NA,NA,16g,"Beef Knuckle Peeled Halal, Whole Roma Tomatoes Cnd (TOMATOES, TOMATO JUICE SALT, CITRIC ACID, CALCIUM CHLORIDE), Onion White Spring Flat Fresh 15-18 Bunc, Tomato 4x5, Pureed Ginger (GINGER, PHOSPHORIC ACID, SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES.), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Garlic White Whole Clove Peeled (GARLIC), Ground Coriander, Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), Ground Cumin, Mild Chili Powder (CHILI PEPPER AND OTHER SPICES, SALT AND GARLIC POWDER.), Garam Masala (SPICES (INCLUDING CORIANDER, BLACK PEPPER, CUMIN, CARDAMOM, AND CINNAMON)), Ground Turmeric",,2025-05-31T23:29:18.256074
246083488,Chicken 65,18,Tandoor Indian Cuisine,Lunch,Meat Dishes,4.3 oz Portion (122g),180,3g,0g,NA,5mg,730mg,14g,1g,1g,25g,"Chicken Breast Sgl Lobe Bnls Sknls 4 oz, Coneflower, Garlic White Whole Clove Peeled (GARLIC), Hard Boiled Egg Peeled Papetti's 25 lb (WHOLE HARD COOKED EGGS, WATER, CITRIC ACID, SODIUM BENZOATE, AND NISIN PREPARATION (AS PRESERVATIVES)), Food Coloring Yellow, Sugar White Granulated Cane B, 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Onion White Spring Flat Fresh 15-18 Bunc, Spice Pepper Black Ground 5 lb (GROUND BLACK PEPPER.), Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE)",,2025-05-31T23:29:18.894227
246083489,Chicken Roast Masala,18,Tandoor Indian Cuisine,Lunch,Meat Dishes,4.8 oz Portion (136g),170,9g,1g,NA,0mg,1220mg,8g,< 1g,4g,14g,"Chicken Breast Sgl Lobe Bnls Sknls 4 oz, Onion White Spring Flat Fresh 15-18 Bunc, Cnd Crushed Unpeeled Tomatoes in Puree (VINE-RIPENED UNPEELED TOMATOES, TOMATO PUREE, LESS THAN 2% OF:  SALT, CITRIC ACID.), LF Plain Yogurt (CULTURED GRADE A REDUCED FAT MILK, CORN STARCH. CONTAINS ACTIVE YOGURT CULTURES INCLUDING L. ACIDOPHILUS, L. BULGARICUS AND S. THERMOPHILUS), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Tomato 4x5, Garam Masala (SPICES (INCLUDING CORIANDER, BLACK PEPPER, CUMIN, CARDAMOM, AND CINNAMON)), Ground Turmeric, Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE)",,2025-05-31T23:29:19.535363
246083490,Chicken Tikka Masala,18,Tandoor Indian Cuisine,Lunch,Meat Dishes,5.5 oz Portion (156g),150,9g,6g,NA,35mg,820mg,10g,1g,3g,7g,"Sauce Tikka (No Nuts) (Whole Roma Tomatoes Cnd (TOMATOES, TOMATO JUICE SALT, CITRIC ACID, CALCIUM CHLORIDE), Cnd Crushed Unpeeled Tomatoes in Puree (VINE-RIPENED UNPEELED TOMATOES, TOMATO PUREE, LESS THAN 2% OF:  SALT, CITRIC ACID.), Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Onion White Spring Flat Fresh 15-18 Bunc, Dried Lentils (ORGANIC LENTILS), Pureed Ginger (GINGER, PHOSPHORIC ACID, SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES.), Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), Lemon Juice Not from Concentrate (LEMONS), Ground Coriander, Kasuri Methi (DRIED FENUGREEK LEAVES), Ground Cumin, Sugar White Granulated Cane B, Mild Chili Powder (CHILI PEPPER AND OTHER SPICES, SALT AND GARLIC POWDER.), Garam Masala (SPICES (INCLUDING CORIANDER, BLACK PEPPER, CUMIN, CARDAMOM, AND CINNAMON))), Chicken Tikka (Chicken Breast Sgl Lobe Bnls Sknls 4 oz, Yogurt Plain Greek Whole Milk Dannon (CULTURED GRADE A MILK. CONTAINS ACTIVE YOGURT CULTURES.), Pureed Ginger (GINGER, PHOSPHORIC ACID, SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES.), Garlic Chopped in Water, Vinegar Distilled White Domestic (WHITE DISTILLED VINEGAR (DILUTED WITH WATER TO 5% ACIDITY)), Kasuri Methi (DRIED FENUGREEK LEAVES), Garam Masala (SPICES (INCLUDING CORIANDER, BLACK PEPPER, CUMIN, CARDAMOM, AND CINNAMON)), Ground Coriander, Ground Cumin, Iodized Salt Table (SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), Food Coloring Yellow)",,2025-05-31T23:29:20.242766
