item_id,item_name,unit_id,unit_name,category,subcategory,serving_size,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,total_carb,dietary_fiber,sugars,protein,ingredients,allergens,scraped_at
243782327,Bacon Swiss and Arugula Egg Bite,13,Cafe,Breakfast,Egg Bites,2.7 oz Portion (77g),180,15g,7g,NA,220mg,390mg,2g,0g,0g,9g,"Large White Eggs, Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Bacon Cooked (Bacon Pork 14-18 Ct Laid Out Applewood), Green Arugula (ARUGULA), Sliced Swiss Cheese .75 oz (PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES.), Jumbo Yellow Onion, Ground Black Pepper (BLACK PEPPER), Ground Nutmeg, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)",,2025-05-31T23:25:28.532466
243782328,Spinach Feta Roasted Red Pepper Egg Bite,13,Cafe,Breakfast,Egg Bites,2.9 oz Portion (82g),160,14g,7g,NA,205mg,410mg,2g,0g,< 1g,7g,"Large White Eggs, Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Baby Spinach Flat Leaves, Cnd Whole Fire Roasted Red Pepper (ROASTED PEPPERS, WATER, SALT, CITRIC ACID), Cheese Feta Loaf Vac Pac (PASTEURIZED MILK, SALT, CHEESE CULTURE, AND ENZYMES. ALLERGENS CONTAINS DAIRY.), Jumbo Yellow Onion, Ground Black Pepper (BLACK PEPPER), Ground Nutmeg, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)","Large White Eggs, Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Baby Spinach Flat Leaves, Cnd Whole Fire Roasted Red Pepper (ROASTED PEPPERS, WATER, SALT, CITRIC ACID), Cheese Feta Loaf Vac Pac (PASTEURIZED MILK, SALT, CHEESE CULTURE, AND ENZYMES. ALLERGENS CONTAINS DAIRY.), Jumbo Yellow Onion, Ground Black Pepper (BLACK PEPPER), Ground Nutmeg, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)",2025-05-31T23:25:29.248260
243782329,Bacon Egg and Cheese Croissant,13,Cafe,Breakfast,Croissants,Sandwich (257g),840,58g,25g,NA,520mg,1480mg,33g,1g,6g,44g,"Egg Shell Extra-Large Grade Aa White, Croissant (Flour All Purpose Sanford SG, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), 20 oz Distilled Water (WATER), Gallon Whole Milk Vit D (MILK, VITAMIN D3), White Granulated Cane Sugar (GRANULATED SUGAR), Instant Bakers Dried Yeast (YEAST, SORBITAN MONOSTEARATE, ASCORBIC ACID), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)), Bacon Cooked (Bacon Pork 14-18 Ct Laid Out Applewood), Cheese Cheddar Mild SHRED (CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO [COLOR]), POTATO STARCH AND POWERED CELLULOSE ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR).)",,2025-05-31T23:25:30.005806
243782330,Zaatar Croissant,13,Cafe,Breakfast,Croissants,Croissant (90g),330,18g,9g,NA,60mg,240mg,34g,2g,6g,5g,"Croissant (Flour All Purpose Sanford SG, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), 20 oz Distilled Water (WATER), Gallon Whole Milk Vit D (MILK, VITAMIN D3), White Granulated Cane Sugar (GRANULATED SUGAR), Instant Bakers Dried Yeast (YEAST, SORBITAN MONOSTEARATE, ASCORBIC ACID), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)), Zaatar Jordanian Saladalia (OREGANO, SESAME, CHICKPEAS, SALT, MINT, FENNEL, CORIANDER, ANISE, CUMIN, CITRIC ACID), Egg Wash (Egg Shell Extra-Large Grade Aa White), Ground Sumac, White Sesame Seeds",,2025-05-31T23:25:30.804360
243782331,Greek Scrambler,13,Cafe,Breakfast,Burritos,Burrito (272g),630,35g,14g,NA,425mg,1240mg,50g,2g,2g,30g,"Large White Eggs, Tortilla Flour 12"" Pressed Frozen Wrap (BLEACHED ENRICHED WHEAT FLOUR (FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SOYBEAN OIL, HYDROGENATED VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: COTTONSEED OIL, SOYBEAN OIL), MONO- AND DIGLYCERIDES, CONTAINS 2% OR LESS OF THE FOLLOWING: SALT, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORN STARCH, MONOCALCIUM PHOSPHATE), FUMARIC ACID, SODIUM BICARBONATE, DOUGH CONDITIONER (WHEAT FLOUR, CALCIUM SULFATE, SORBIC ACID), PRESERVATIVE (SODIUM PROPIONATE AND POTASSIUM SORBATE).), Cheese Provolone Sliced .5 oz (PASTUERIZED MILK, CHEESE CULTURE, SALT, ENZYMES.), Cheese Feta Crumble 5 lb (FETA CHEESE (CULTURED PASTEURIZED PART-SKIM MILK, SALT, ENZYMES), POTATO STARCH AND POWDERED CELLULOSE ADDED TO PREVENT CAKING, NATAMYCIN ADDED TO MAINTAIN FRESHNESS), Pepper Bell Green Large 22-28, Jumbo Red Onion",,2025-05-31T23:25:31.552858
243782332,Broccoli Quiche,13,Cafe,Breakfast,Quiche,Slice (271g),690,51g,26g,3g,295mg,830mg,37g,4g,3g,18g,"Broccoli Florets, Ciliegine Mozzarella Ball (PASTEURIZED MILK, VINEGAR, SALT, ENZYMES. CONTAINS: MILK.), Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Shell Pie 9"" Raw Frozen (ENRICHED FLOUR ( WHEAT FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), PARTIALLY HYDROGENATED VEGETABLE OIL (SOYBEAN AND/OR COTTONSEED OILS), WATER, HIGH FRUCTOSE CORN SYRUP, SALT, SOY FLOUR.  PROCESSED IN A FACILITY THAT PROCESSES PRODUCTS MADE WITH PEANUTS, TREE NUTS (WALNUTS, COCONUT), MILK AND SOY.), Egg Shell Extra-Large Grade Aa White, Jumbo Yellow Onion, Ground Nutmeg, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground",,2025-05-31T23:25:32.247078
243782333,Quiche Lorraine,13,Cafe,Breakfast,Quiche,Slice (237g),670,48g,23g,3g,300mg,1040mg,33g,2g,3g,23g,"Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Shell Pie 9"" Raw Frozen (ENRICHED FLOUR ( WHEAT FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), PARTIALLY HYDROGENATED VEGETABLE OIL (SOYBEAN AND/OR COTTONSEED OILS), WATER, HIGH FRUCTOSE CORN SYRUP, SALT, SOY FLOUR.  PROCESSED IN A FACILITY THAT PROCESSES PRODUCTS MADE WITH PEANUTS, TREE NUTS (WALNUTS, COCONUT), MILK AND SOY.), Ham Bnls D Shaped Smkd Applewood (PORK, WATER, CANE SUGAR, SALT, NATURAL FLAVOR.), Egg Shell Extra-Large Grade Aa White, Ciliegine Mozzarella Ball (PASTEURIZED MILK, VINEGAR, SALT, ENZYMES. CONTAINS: MILK.), Jumbo Yellow Onion, Ground Nutmeg, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground",,2025-05-31T23:25:32.930832
243782334,Brown Sugar,13,Cafe,Breakfast,Snack Boxes and Sides,1.5 oz Portion (43g),160,0g,0g,0g,0mg,0mg,42g,0g,42g,0g,"Sugar Light Brown Gran Cane 25 lb (BROWN SUGAR (SUGAR, CANE SYRUPS))",,2025-05-31T23:25:33.589366
243782335,Granola Parfait,13,Cafe,Breakfast,Snack Boxes and Sides,Parfait (291g),380,3.5g,0.5g,NA,15mg,95mg,67g,4g,39g,24g,"Plain Greek Yogurt FF (CULTURED GRADE A NON FAT MILK. CONTAINS ACTIVE YOGURT CULTURES.), Nut Free Granola HM (Oats Rolled Quick 100% OG, Syrup Corn Light Plastic Jug Gal (CORN SYRUP, HIGH FRUCTOSE CORN SYRUP, WATER, SALT, NATURAL AND ARTIFICIAL VANILLA FLAVOR), Oil Canola Tff Salad (COTTONSEED OIL), Pancake Syrup (CORN SYRUP, HIGH FRUCTOSE CORN SYRUP, WATER, SUGAR, NATURAL AND ARTIFICIAL FLAVOR, CARAMEL COLOR, SALT, CELLULOSE GUM, POTASSIUM SORBATE AND SODIUM BENZOATE.), Sugar Light Brown Gran Cane 25 lb (BROWN SUGAR (SUGAR, CANE SYRUPS)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)), HONEY, SS CUP (HONEY), Banana, Blueberries Frz Monarch (BLUEBERRIES.)",,2025-05-31T23:25:34.288923
243782336,Organic Oatmeal,13,Cafe,Breakfast,Snack Boxes and Sides,2.3 oz Portion (65g),250,4.5g,1g,NA,0mg,0mg,44g,7g,< 1g,9g,Oats Rolled Quick 100% OG,,2025-05-31T23:25:34.944986
243782337,Raisins,13,Cafe,Breakfast,Snack Boxes and Sides,1.5 oz Portion (43g),130,0g,0g,0g,0mg,5mg,34g,2g,25g,1g,Raisin Seedless Golden (RAISINS),,2025-05-31T23:25:35.599595
243782338,Apple and Brie Crepe,13,Cafe,Breakfast,Crepe,Crepe (374g),930,57g,32g,NA,275mg,1550mg,71g,3g,32g,35g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Cheese Brie (CULTURED PASTEURIZED MILK AND CREAM, SALT, ENZYMES.), Granny Smith Apple, Lite Amber Honey (HONEY.), Green Arugula (ARUGULA), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)",,2025-05-31T23:25:36.318373
243782339,Chicken Pesto Crepe,13,Cafe,Breakfast,Crepe,Crepe (499g),670,29g,13g,NA,215mg,960mg,54g,4g,8g,44g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Chicken Breast Roasted (Chicken Breast Double Lobe Random, Lemon Juice Not from Concentrate (LEMONS), Spice Oregano Flake Plastic Jug Shelf St, Ground Coriander, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Cumin Ground Monarch 16 oz (GROUND CUMIN SEEDS), Spice Pepper Black Ground, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Tomato Roma - Ford's (TOMATO), Green Arugula (ARUGULA), Pesto No Nuts (Baby Spinach Flat Leaves (SPINACH), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Shredded Parmesan (PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE ADDED TO PREVENT CAKING.), Fresh Basil Herb (FRESH BASIL.), Lemon Juice Not from Concentrate (LEMONS), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Sauce Balsamic Glaze (Cooked Grape Must, ""Aceto Balsamico Di Modena P.G.I."" (Wine, Vinegar, Concentrated and Cooked Grape Must, Caramel Color, Antioxidant: Sulphur Dioxide), Wine Vinegar, Caramel Color, Modified Corn Starch, Xanthan Gum.), Cheese Mozzarella Log Whole Milk Roseli 16 oz (PASTEURIZED MILK, VINEGAR, ENZYMES, SALT)",,2025-05-31T23:25:37.104942
243782341,Chocolate Crepe,13,Cafe,Breakfast,Crepe,Crepe (194g),610,29g,17g,NA,130mg,590mg,77g,1g,38g,11g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Chocolate Chip Mini Hershey 25 lb (SEMI-SWEET CHOCOLATE (SUGAR; CHOCOLATE; COCOA BUTTER; MILK FAT; LECITHIN (SOY); NATURAL FLAVOR; MILK))",,2025-05-31T23:25:37.822634
243782342,Chocolate Crepe with Strawberries,13,Cafe,Breakfast,Crepe,Crepe (250g),560,26g,15g,NA,130mg,590mg,73g,1g,34g,12g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Strawberries, Chocolate Chip Mini Hershey 25 lb (SEMI-SWEET CHOCOLATE (SUGAR; CHOCOLATE; COCOA BUTTER; MILK FAT; LECITHIN (SOY); NATURAL FLAVOR; MILK))",,2025-05-31T23:25:38.528669
243782340,Cinnamon Sugar Crepe,13,Cafe,Breakfast,Crepe,15oz (178g),480,22g,13g,NA,155mg,590mg,58g,4g,18g,12g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Sauce Vanilla (Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Juice Orange 100% Not-From-Concentrate V (PASTEURIZED ORANGE JUICE.), Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS)), Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Ground Cinnamon",,2025-05-31T23:25:39.232607
243782343,Cinnamon Sugar Crepe with Banana,13,Cafe,Breakfast,Crepe,15oz (235g),550,22g,13g,NA,155mg,590mg,73g,2g,38g,12g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Banana, Sauce Vanilla (Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Juice Orange 100% Not-From-Concentrate V (PASTEURIZED ORANGE JUICE.), Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS)), Cinnamon Sugar (White Granulated Cane Sugar (GRANULATED SUGAR), Ground Cinnamon)",,2025-05-31T23:25:39.945705
243782345,Croque Monsieur Crepe,13,Cafe,Breakfast,Crepe,Crepe (321g),830,49g,20g,NA,255mg,2330mg,43g,1g,7g,51g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Ham Bnls D Shaped Smkd Applewood (PORK, WATER, CANE SUGAR, SALT, NATURAL FLAVOR.), Swiss Cheese Blend (Cheese Parmesan Wheel Vac Pk 4/6 LBA (PASTEURIZED MILK, CHEESE CULTURE, SALT, RENNET), Sliced Swiss Cheese .75 oz (PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES.)), Dijonaise (Mayonnaise Heavy Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Mustard Dijon Extra Strong Shelf Stable (WATER, MUSTARD SEEDS, VINEGAR, SALT, SULFITES AS A PRESERVATIVE), Lemon Juice Not from Concentrate (LEMONS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground)",,2025-05-31T23:25:40.702712
243782344,Florentine Crepe,13,Cafe,Breakfast,Crepe,Crepe (330g),800,51g,21g,NA,395mg,3530mg,45g,2g,6g,37g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Swiss Cheese Blend (Cheese Parmesan Wheel Vac Pk 4/6 LBA (PASTEURIZED MILK, CHEESE CULTURE, SALT, RENNET), Sliced Swiss Cheese .75 oz (PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES.)), Egg Shell Extra-Large Grade Aa White, Peppers Red Roasted Strip 1/4"" (BELL PEPPERS, WATER, SALT, CITRIC ACID.), Dijonaise (Mayonnaise Heavy Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Mustard Dijon Extra Strong Shelf Stable (WATER, MUSTARD SEEDS, VINEGAR, SALT, SULFITES AS A PRESERVATIVE), Lemon Juice Not from Concentrate (LEMONS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Cleaned Trimmed Spinach Flat Leaves (SPINACH), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground",,2025-05-31T23:25:41.419191
243782346,Plain Crepe,13,Cafe,Breakfast,Crepe,Crepe (137g),340,14g,8g,NA,130mg,590mg,39g,1g,4g,11g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER))",,2025-05-31T23:25:42.110292
243782347,Banana,13,Cafe,Breakfast,Crepe Add Ons,Banana (118g),110,0g,NA,NA,NA,0mg,27g,2g,NA,< 1g,Banana,,2025-05-31T23:25:42.770594
243782349,Homemade Whipped Cream,13,Cafe,Breakfast,Crepe Add Ons,.5 oz Portion (14g),50,4.5g,3g,0g,20mg,0mg,2g,0g,1g,0g,"Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Sugar White Extra Fine Cane (SUGAR OR SUCROSE)",,2025-05-31T23:25:43.440768
243782348,Strawberry,13,Cafe,Breakfast,Crepe Add Ons,2 oz Portion (57g),20,0g,0g,0g,0mg,0mg,4g,0g,3g,0g,Strawberries,,2025-05-31T23:25:44.104046
243782364,Chicken Parmesan Panini,13,Cafe,All Day,Paninis,Sandwich (340g),740,22g,8g,NA,95mg,1380mg,88g,3g,4g,48g,"Chicken Tenders (Chicken Breast Double Lobe Random, Plain Panko Bread Crumbs (BLEACHED WHEAT FLOUR, DEXTROSE, YEAST, SALT.  CONTAINS WHEAT), Oil Canola Tff Salad (COTTONSEED OIL), Gallon Whole Milk Vit D (MILK, VITAMIN D3), Flour All Purpose Sanford SG, Large White Eggs, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Bread Baguette Demi French White 4 Oz Un (UNBLEACHED ENRICHED WHEAT FLOUR WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, WATER, SALT, YEAST.), Marinara Sauce (Tomato Whole Plum W/ Basil In Juice Peel (VINE-RIPENED FRESH PLUM TOMATOES, TOMATO JUICE, FRESH BASIL LEAF, SALT AND NATURALLY DERIVED CITRIC ACID.), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Jumbo Yellow Onion, Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)), Swiss Cheese Blend (Cheese Parmesan Wheel Vac Pk 4/6 LBA (PASTEURIZED MILK, CHEESE CULTURE, SALT, RENNET), Sliced Swiss Cheese .75 oz (PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES.)), Fresh Basil Herb (FRESH BASIL.)",,2025-05-31T23:25:45.012111
243782365,Chicken Pesto Panini,13,Cafe,All Day,Paninis,Sandwich (324g),810,25g,9g,NA,95mg,1160mg,97g,5g,1g,49g,"Focaccia Bread (Flour All Purpose Sanford SG, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Salt Kosher Ground Fine Box (SALT, TRICALCIUM PHOSPHATE), Instant Bakers Dried Yeast (YEAST, SORBITAN MONOSTEARATE, ASCORBIC ACID), Sugar White Extra Fine Cane (SUGAR OR SUCROSE)), Chicken Breast Roasted (Chicken Breast Double Lobe Random, Lemon Juice Not from Concentrate (LEMONS), Spice Oregano Flake Plastic Jug Shelf St, Ground Coriander, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Cumin Ground Monarch 16 oz (GROUND CUMIN SEEDS), Spice Pepper Black Ground, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Cheese Provolone Sliced .5 oz (PASTUERIZED MILK, CHEESE CULTURE, SALT, ENZYMES.), Pesto No Nuts (Baby Spinach Flat Leaves (SPINACH), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Shredded Parmesan (PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE ADDED TO PREVENT CAKING.), Fresh Basil Herb (FRESH BASIL.), Lemon Juice Not from Concentrate (LEMONS), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Tomato 5x6 #1 Grade Round, Cleaned Trimmed Spinach Flat Leaves (SPINACH)",,2025-05-31T23:25:45.905359
