item_id,item_name,unit_id,unit_name,category,subcategory,serving_size,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,total_carb,dietary_fiber,sugars,added_sugars,protein,calcium,iron,potassium,ingredients,allergens,scraped_at
246048162,Bacon Swiss and Arugula Egg Bite,13,Cafe,Breakfast,Egg Bites,2.7 oz Portion (77g),180,15g,7g,NA,220mg,390mg,2g,0g,0g,,9g,50mg,0.96mg,120mg,"Large White Eggs, Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Bacon Cooked (Bacon Pork 14-18 Ct Laid Out Applewood), Green Arugula (ARUGULA), Sliced Swiss Cheese .75 oz (PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES.), Jumbo Yellow Onion, Ground Black Pepper (BLACK PEPPER), Ground Nutmeg, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)","Egg, Milk",2025-06-04T14:26:23.260555
246048163,Spinach Feta Roasted Red Pepper Egg Bite,13,Cafe,Breakfast,Egg Bites,2.9 oz Portion (82g),160,14g,7g,NA,205mg,410mg,2g,0g,< 1g,,7g,63mg,1.07mg,120mg,"Large White Eggs, Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Baby Spinach Flat Leaves, Cnd Whole Fire Roasted Red Pepper (ROASTED PEPPERS, WATER, SALT, CITRIC ACID), Cheese Feta Loaf Vac Pac (PASTEURIZED MILK, SALT, CHEESE CULTURE, AND ENZYMES. ALLERGENS CONTAINS DAIRY.), Jumbo Yellow Onion, Ground Black Pepper (BLACK PEPPER), Ground Nutmeg, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)","Egg, Milk",2025-06-04T14:26:23.991761
