item_id,item_name,unit_id,unit_name,category,subcategory,serving_size,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,total_carb,dietary_fiber,sugars,protein,ingredients,allergens,scraped_at
243782387,Mediterranean Snack Box,13,Cafe,All Day,,15 oz Portion (428g),630,38g,5g,NA,NA,1860mg,58g,12g,8g,19g,"Tabbouleh (Tomato Roma - Ford's (TOMATO), Fresh Curly Parsley Herb, Tabbouleh Dressing (Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Lemon Juice Not from Concentrate (LEMONS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Syrian Spice Mix (BLACK PEPPER, ALLSPICE, CINNAMON, NUTMEG, CORIANDER, CLOVES, GINGER), Spice Pepper Black Ground), Cucumber Large English Seedless (ENGLISH LONG CUCUMBER.), Grain Wheat Bulgur Rykoff 10 lb, Onions Green Trimmed Iceless Fresh (ONION)), Hummus (Bean Garbanzo in Brine Cn (PREPARED GARBANZO BEANS, WATER, SALT, DISODIUM EDTA ADDED FOR COLOR RETENTION.), Sesame Tahini Flavoring Paste (PURE GROUND HULLED SESAME SEEDS), Lemon Juice Not from Concentrate (LEMONS), Garlic Chopped in Water, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Cumin, Ground Black Pepper (BLACK PEPPER)), Falafel Ball (Split Baby Garbanzo Beans, 1/4"" Diced Yellow Onion (ONION), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Washed & Destemmed Fresh Cilantro Herb, Falafel Spice (CUMIN, CORIANDER, BLACK PEPPER, RED CAYENNE PEPPER), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Cumin, Ground Coriander, Ground Cayenne Pepper (CAYENNE PEPPER.), Ground Cinnamon, 20 oz Distilled Water (WATER)), Pita Crisps (Bread Pita Neomonde 4 Ct (UNBLEACHED AND UNBROMATED WHEAT FLOUR (MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINMONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SALT, SUGAR, YEAST.  NEOMONDE BAKERY PRODUCTS ARE PRODUCED IN A FACILITY THAT CONTAINS:  NUTS, SESAME SEEDS, WHEAT, SOY, EGGS, MILK.), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA))",,2025-05-31T22:51:55.559095
243782392,Penne Pesto Salad,13,Cafe,All Day,,5 oz Portion (142g),260,9g,2.5g,NA,< 5mg,660mg,36g,2g,< 1g,9g,"Pasta Penne Cooked (Pasta Penne Rigate (SEMOLINA WHEAT, DURUM WHEAT FLOUR, VITAMIN B3 NIACIN, IRON FERROUS SULFATE, VITAMIN B1 THIAMINE MONONITRATE, VITAMIN B2 RIBOFLAVIN, FOLIC ACID.  PROCESSED IN A FACILITY THAT USES EGGS)), Pesto No Nuts (Baby Spinach Flat Leaves (SPINACH), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Shredded Parmesan (PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE ADDED TO PREVENT CAKING.), Fresh Basil Herb (FRESH BASIL.), Lemon Juice Not from Concentrate (LEMONS), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Cheese Parmesan Wheel Vac Pk 4/6 LBA (PASTEURIZED MILK, CHEESE CULTURE, SALT, RENNET), Lemon Juice Not from Concentrate (LEMONS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground",,2025-05-31T22:51:56.614559
243782389,Pita Crisps,13,Cafe,All Day,,5.7 oz Portion (162g),620,45g,3.5g,0g,0mg,1990mg,45g,3g,0g,8g,"Bread Pita Neomonde 4 Ct (UNBLEACHED AND UNBROMATED WHEAT FLOUR (MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINMONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SALT, SUGAR, YEAST.  NEOMONDE BAKERY PRODUCTS ARE PRODUCED IN A FACILITY THAT CONTAINS:  NUTS, SESAME SEEDS, WHEAT, SOY, EGGS, MILK.), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)",,2025-05-31T22:51:57.600259
243782382,Strawberry Fruit Cup,13,Cafe,All Day,,Container (170g),60,0g,0g,0g,0mg,0mg,13g,0g,9g,1g,Strawberries,,2025-05-31T22:51:58.592388
243782393,Turkey Snack Box,13,Cafe,All Day,,Container (393g),610,21g,8g,NA,110mg,740mg,79g,4g,59g,33g,"Apple Couscous (Couscous, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Apple Granny Smith Sliced Fz, Dried Apricots (APRICOT), Raisin Seedless Golden (RAISINS), Washed & Destemmed Fresh Cilantro Herb, Cranberry Dried Sweet (DRIED CRANBERRIES, SUGAR, SUNFLOWER OIL.), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Base Vegetable Paste Shelf Stable (A BLEND OF VEGETABLES [PUREES CARROT, CELERY, ONION, SAUTEED ONION, RED BELL PEPPER, DEHYDRATED TOMATO, CARROTS, GREEN BELL PEPPER, ONION, JUICES ONION, GARLIC, SHALLOT, CARROT], SUGAR, SALT, YEAST EXTRACT, HYDROLYZED CORN PROTEIN, CONTAINS 2 OR LESS OF THE FOLLOWING: MALTODEXTRIN, CANOLA OIL, NATURAL FLAVORS, DISODIUM INOSINATE, DISODIUM GUANYLATE, SPICE, RED WINE CONCENTRATE, HYDROLYZED SOY PROTEIN), Curry Powder (SPICES (INCLUDING CORIANDER, FENUGREEK TURMERIC AND RED PEPPER), AND ONION), Ground Black Pepper (BLACK PEPPER)), Deli Turkey Breast (TURKEY BREAST, SALT.), Chocolate Chip Cookies (Flour All Purpose Sanford SG, Chocolate Chip Semi Sweet Mini (SEMI-SWEET CHOCOLATE (SUGAR; CHOCOLATE; COCOA BUTTER; MILK FAT; SOY LECITHIN; VANILLIN, ARTIFICIAL FLAVOR; MILK)), White Granulated Cane Sugar (GRANULATED SUGAR), Sugar Light Brown Gran Cane 25 lb (BROWN SUGAR (SUGAR, CANE SYRUPS)), Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Large White Eggs, Unsulphured Molasses (MOLASSES, WATER, SODIUM BENZOATE (A PRESERVATIVE).), Extract Vanilla Pure Domestic Bottle (WATER, ALCOHOL, CORN SYRUP, VANILLA BEAN EXTRACTIVE.), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Baking Powder Fleischmann's 10 Lb), Seedless Red Grape (GRAPES.)",,2025-05-31T22:51:59.679342
243782394,Buffalo Chicken Pita,13,Cafe,All Day,,Pita (349g),800,44g,7g,0g,55mg,2150mg,83g,5g,5g,26g,"Chicken Breast Medium Brd Italian Parm, Tortilla Flour 12"" Pressed Frozen Wrap (BLEACHED ENRICHED WHEAT FLOUR (FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SOYBEAN OIL, HYDROGENATED VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: COTTONSEED OIL, SOYBEAN OIL), MONO- AND DIGLYCERIDES, CONTAINS 2% OR LESS OF THE FOLLOWING: SALT, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORN STARCH, MONOCALCIUM PHOSPHATE), FUMARIC ACID, SODIUM BICARBONATE, DOUGH CONDITIONER (WHEAT FLOUR, CALCIUM SULFATE, SORBIC ACID), PRESERVATIVE (SODIUM PROPIONATE AND POTASSIUM SORBATE).), White French Dressing (Buttermilk Whole (CULTURED MILK, SALT, CORNSTARCH, VIT D3), Mayonaise HVY Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Ranch Dressing (INGREDIENTS: SOYBEAN OIL, WATER, VINEGAR, SUGAR, EGG YOLKS, SALT, CONTAINS LESS THAN 2% OF MODIFIED FOOD STARCH, BUTTERMILK*, WHEY*, XANTHAN GUM, GARLIC*, SPICE, PHOSPHORIC ACID, ONIONS*, DISODIUM GUANYLATE, DISODIUM INOSINATE, NATURAL FLAVOR, SORBIC ACID AND CALCIUM DISODIUM EDTA (TO PROTECT FLAVOR) *DRIED)), Lettuce Romaine Fillet Pillow (LETTUCE), Sauce Hot Texas Pete 3 oz (PEPPERS, VINEGAR, SALT, XANTHAN GUM, BENZOATE OF SODA)",,2025-05-31T22:52:00.661239
243782399,Chicken Arugula Sandwich,13,Cafe,All Day,,Sandwich (244g),730,42g,9g,NA,105mg,1030mg,51g,6g,10g,39g,"Chicken Breast Roasted (Chicken Breast Double Lobe Random, Lemon Juice Not from Concentrate (LEMONS), Spice Oregano Flake Plastic Jug Shelf St, Ground Coriander, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Cumin Ground Monarch 16 oz (GROUND CUMIN SEEDS), Spice Pepper Black Ground, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Granny Smith Apple, Cheese Chevre Log Domestic Goat (PASTEURIZED GOAT MILK, CHEESE CULTURES, RENNET, SALT.), Mayonnaise Heavy Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Pesto No Nuts (Baby Spinach Flat Leaves (SPINACH), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Shredded Parmesan (PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE ADDED TO PREVENT CAKING.), Fresh Basil Herb (FRESH BASIL.), Lemon Juice Not from Concentrate (LEMONS), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Green Arugula (ARUGULA), Bread Multi Grain Loaf Saladalia (WATER, UNBLEACHED HARD WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID, RYE, FLAXSEED, SEEDS, SUNFLOWER SEED BUTTER, WITHOUT SALT CRACKERS, WHOLE WHEAT CRACKED RYE, OATS, HONEY, MOLASSES, SALT, CARAMEL FOOD COLOR, YEAST, CORBION ULTRA FRESH SUPREME 400 (136219), SESAME SEEDS, BREAD, WHEAT GERM)",,2025-05-31T22:52:01.668074
243782395,Chicken Salad Brioche,13,Cafe,All Day,,Sandwich (343g),760,52g,8g,NA,130mg,830mg,49g,2g,42g,28g,"Chicken Salad (Chicken Breast Roasted (Chicken Breast Double Lobe Random, Lemon Juice Not from Concentrate (LEMONS), Spice Oregano Flake Plastic Jug Shelf St, Ground Coriander, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Cumin Ground Monarch 16 oz (GROUND CUMIN SEEDS), Spice Pepper Black Ground, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Mayonnaise Heavy Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Jumbo Red Onion, Celery Stalk Fresh  36 CT), Brioche Bun (Honey Clover 3 lb (HONEY.), Egg Yolks, H&R All Purpose Flour, 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), White Granulated Cane Sugar (GRANULATED SUGAR), Instant Bakers Dried Yeast (YEAST, SORBITAN MONOSTEARATE, ASCORBIC ACID), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), 20 oz Distilled Water (WATER)), 1-1/4"" Chopped Romaine Lettuce (LETTUCE), Mayonnaise Shelf Stable Kraft (INGREDIENTS: SOYBEAN OIL, WATER, EGGS, VINEGAR, CONTAINS LESSTHAN 2% OF EGG YOLKS, LEMON JUICE CONCENTRATE, SALT, SUGAR, DRIEDONIONS, DRIED GARLIC, PAPRIKA, NATURAL FLAVOR, CALCIUM DISODIUMEDTA (TO PROTECT FLAVOR) CONTAINS:  EGG.), Tomato 4x5 (TOMATO)",,2025-05-31T22:52:02.721940
243782396,Chicken Salad Croissant,13,Cafe,All Day,,Sandwich (271g),820,61g,16g,NA,145mg,650mg,34g,2g,7g,30g,"Chicken Salad (Chicken Breast Roasted (Chicken Breast Double Lobe Random, Lemon Juice Not from Concentrate (LEMONS), Spice Oregano Flake Plastic Jug Shelf St, Ground Coriander, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Cumin Ground Monarch 16 oz (GROUND CUMIN SEEDS), Spice Pepper Black Ground, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Mayonnaise Heavy Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Jumbo Red Onion, Celery Stalk Fresh  36 CT), Croissant (Flour All Purpose Sanford SG, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), 20 oz Distilled Water (WATER), Gallon Whole Milk Vit D (MILK, VITAMIN D3), White Granulated Cane Sugar (GRANULATED SUGAR), Instant Bakers Dried Yeast (YEAST, SORBITAN MONOSTEARATE, ASCORBIC ACID), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)), Mayonnaise Heavy Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR)",,2025-05-31T22:52:03.719555
243782397,Chicken Shawarma,13,Cafe,All Day,,Portion (377g),940,66g,11g,NA,200mg,1490mg,47g,2g,5g,40g,"Marinade Chicken Shawarma (Roasted Chicken Thigh (Chicken Thigh Meat Random Bnls Sknls, Lemon Juice Not from Concentrate (LEMONS), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Cumin, Spice Pepper Black Ground, Spice Oregano Flake Plastic Jug Shelf St, Ground Coriander), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Lemon Juice Not from Concentrate (LEMONS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Ground Coriander, Ground Cayenne Pepper (CAYENNE PEPPER.), Paprika (PAPRIKA, AND SILICON DIOXIDE (ADDED TO MAKE FREE FLOWING).), Whole Cardamom, Ground Cumin, Spice Pepper Black Ground), Bread Pita Greek 7"" Unsliced Frozen (UNBLEACHED UNBROMATED ENRICHED FLOUR {NIACIN B-COMPLEX VITAMIN, THIAMINE B1 VITAMIN, REDUCED IRON, RIBOFLAVIN B2 VITAMIN, FOLIC ACID}, WATER AND SOYBEAN OIL. CONTAINS 2 OR LESS OF EACH OF THE FOLLOWING INGREDIENTS: CALCIUM PROPIONATE A PRESERVATIVE, CORN SYRUP SOLIDS, FUMARIC ACID, GUAR GUM, VEGETABLE OIL, SALT, SESAME FLOUR, SODIUM BICARBONATE, SORBIC ACID A PRESERVATIVE, SOY FLOUR, SUGAR, VEGETABLE MONO AND DIGLYCERIDES, VEGETABLE L CYSTEINE, WHEAT ENZYMES, WHOLE WHEAT FLOUR AND YEAST), Aioli Sambal (Mayonnaise Heavy Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Sauce Chili Can Shelf Stable Midwest Fan (TOMATO PUREE (WATER, TOMATO PASTE), HIGH FRUCTOSE CORN SYRUP, DISTILLED VINEGAR, SALT, CORN SYRUP, LESS THAN 2% OF: DEHYDRATED ONIONS, GARLIC POWDER, SPICES, NATURAL FLAVORS.), Lemon Juice Not from Concentrate (LEMONS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)))), Tomato 4x5 (TOMATO), Lettuce Romaine Fillet Pillow (LETTUCE), Fresh Curly Parsley Herb",,2025-05-31T22:52:04.845290
243782398,Falafel on Pita,13,Cafe,All Day,,Pita (330g),580,25g,4.5g,NA,NA,1120mg,68g,9g,8g,22g,"Falafel Ball (Split Baby Garbanzo Beans, 1/4"" Diced Yellow Onion (ONION), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Washed & Destemmed Fresh Cilantro Herb, Falafel Spice (CUMIN, CORIANDER, BLACK PEPPER, RED CAYENNE PEPPER), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Cumin, Ground Coriander, Ground Cayenne Pepper (CAYENNE PEPPER.), Ground Cinnamon, 20 oz Distilled Water (WATER)), Bread Pita Greek 7"" Unsliced Frozen (UNBLEACHED UNBROMATED ENRICHED FLOUR {NIACIN B-COMPLEX VITAMIN, THIAMINE B1 VITAMIN, REDUCED IRON, RIBOFLAVIN B2 VITAMIN, FOLIC ACID}, WATER AND SOYBEAN OIL. CONTAINS 2 OR LESS OF EACH OF THE FOLLOWING INGREDIENTS: CALCIUM PROPIONATE A PRESERVATIVE, CORN SYRUP SOLIDS, FUMARIC ACID, GUAR GUM, VEGETABLE OIL, SALT, SESAME FLOUR, SODIUM BICARBONATE, SORBIC ACID A PRESERVATIVE, SOY FLOUR, SUGAR, VEGETABLE MONO AND DIGLYCERIDES, VEGETABLE L CYSTEINE, WHEAT ENZYMES, WHOLE WHEAT FLOUR AND YEAST), Lettuce Romaine Fillet Pillow (LETTUCE), Lemon Tahini Dressing (Sesame Tahini Flavoring Paste (PURE GROUND HULLED SESAME SEEDS), Lemon Juice Not from Concentrate (LEMONS), Hummus (Bean Garbanzo in Brine Cn (PREPARED GARBANZO BEANS, WATER, SALT, DISODIUM EDTA ADDED FOR COLOR RETENTION.), Sesame Tahini Flavoring Paste (PURE GROUND HULLED SESAME SEEDS), Lemon Juice Not from Concentrate (LEMONS), Garlic Chopped in Water, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Cumin, Ground Black Pepper (BLACK PEPPER)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Black Pepper (BLACK PEPPER), 20 oz Distilled Water (WATER)), Large Green Bell Pepper (GREEN BELL PEPPER), Tomato 4x5 (TOMATO), Pickles Dill Kosher Long Cut 700-800 Ct (FRESH CUCUMBERS, WATER, SALT, VINEGAR, LACTIC ACID, FRESH GARLIC, SODIUM BENZOATE (PRESERVATIVE), NATURAL FLAVORS, POLYSORBATE 80, TURMERIC (COLOR))",,2025-05-31T22:52:05.896392
243782400,Hummus Veggie Wrap,13,Cafe,All Day,,Wrap (310g),490,20g,5g,NA,0mg,1240mg,66g,6g,3g,14g,"Hummus (Bean Garbanzo in Brine Cn (PREPARED GARBANZO BEANS, WATER, SALT, DISODIUM EDTA ADDED FOR COLOR RETENTION.), Sesame Tahini Flavoring Paste (PURE GROUND HULLED SESAME SEEDS), Lemon Juice Not from Concentrate (LEMONS), Garlic Chopped in Water, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Cumin, Ground Black Pepper (BLACK PEPPER)), Tortilla Flour 12"" Pressed Frozen Wrap (BLEACHED ENRICHED WHEAT FLOUR (FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SOYBEAN OIL, HYDROGENATED VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: COTTONSEED OIL, SOYBEAN OIL), MONO- AND DIGLYCERIDES, CONTAINS 2% OR LESS OF THE FOLLOWING: SALT, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORN STARCH, MONOCALCIUM PHOSPHATE), FUMARIC ACID, SODIUM BICARBONATE, DOUGH CONDITIONER (WHEAT FLOUR, CALCIUM SULFATE, SORBIC ACID), PRESERVATIVE (SODIUM PROPIONATE AND POTASSIUM SORBATE).), Tomato 4x5, Lettuce Romaine Fillet Pillow (LETTUCE)",,2025-05-31T22:52:06.867384
243782401,Southwest Chicken Wrap,13,Cafe,All Day,,Wrap (416g),930,59g,17g,NA,100mg,1450mg,67g,5g,6g,42g,"Chicken Breast Roasted (Chicken Breast Double Lobe Random, Lemon Juice Not from Concentrate (LEMONS), Spice Oregano Flake Plastic Jug Shelf St, Ground Coriander, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Cumin Ground Monarch 16 oz (GROUND CUMIN SEEDS), Spice Pepper Black Ground, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Tortilla Flour 12"" Pressed Frozen Wrap (BLEACHED ENRICHED WHEAT FLOUR (FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SOYBEAN OIL, HYDROGENATED VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: COTTONSEED OIL, SOYBEAN OIL), MONO- AND DIGLYCERIDES, CONTAINS 2% OR LESS OF THE FOLLOWING: SALT, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORN STARCH, MONOCALCIUM PHOSPHATE), FUMARIC ACID, SODIUM BICARBONATE, DOUGH CONDITIONER (WHEAT FLOUR, CALCIUM SULFATE, SORBIC ACID), PRESERVATIVE (SODIUM PROPIONATE AND POTASSIUM SORBATE).), Chipotle Dressing (Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Juice Apple Cider, Pepper Chipotle Whl in Adobo (CHIPOTLE PEPPERS, VINEGAR, TOMATOES, ONIONS, SUGAR, IODIZED SALT, PAPRIKA, SOY BEAN OIL AND SPICES.), Lemon Juice Not from Concentrate (LEMONS), Jumbo Red Onion, Honey Clover 3 lb (HONEY.), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Mustard Dijon Extra Strong Shelf Stable (WATER, MUSTARD SEEDS, VINEGAR, SALT, SULFITES AS A PRESERVATIVE), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground 5 lb (GROUND BLACK PEPPER.)), Lettuce Romaine Fillet Pillow (LETTUCE), Corn Salsa (Corn Yellow Cut Frz, Jumbo Red Onion, Large Green Bell Pepper (GREEN BELL PEPPER), Cnd Fire Roasted Pld Red Bell Pepper (BELL PEPPERS, WATER, SALT, AND CITRIC ACID), Washed & Destemmed Fresh Cilantro Herb, Garlic White Whole Clove Peeled, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Black Pepper (BLACK PEPPER)), Sliced Aged Cheddar Cheese",,2025-05-31T22:52:07.931282
