item_id,item_name,unit_id,unit_name,category,subcategory,serving_size,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,total_carb,dietary_fiber,sugars,protein,ingredients,allergens,scraped_at
243782337,Raisins,13,Cafe,Breakfast,,1.5 oz Portion (43g),130,0g,0g,0g,0mg,5mg,34g,2g,25g,1g,Raisin Seedless Golden (RAISINS),,2025-05-31T22:51:17.236185
243782338,Apple and Brie Crepe,13,Cafe,Breakfast,,Crepe (374g),930,57g,32g,NA,275mg,1550mg,71g,3g,32g,35g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Cheese Brie (CULTURED PASTEURIZED MILK AND CREAM, SALT, ENZYMES.), Granny Smith Apple, Lite Amber Honey (HONEY.), Green Arugula (ARUGULA), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)",,2025-05-31T22:51:18.181672
243782339,Chicken Pesto Crepe,13,Cafe,Breakfast,,Crepe (499g),670,29g,13g,NA,215mg,960mg,54g,4g,8g,44g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Chicken Breast Roasted (Chicken Breast Double Lobe Random, Lemon Juice Not from Concentrate (LEMONS), Spice Oregano Flake Plastic Jug Shelf St, Ground Coriander, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Cumin Ground Monarch 16 oz (GROUND CUMIN SEEDS), Spice Pepper Black Ground, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Tomato Roma - Ford's (TOMATO), Green Arugula (ARUGULA), Pesto No Nuts (Baby Spinach Flat Leaves (SPINACH), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Shredded Parmesan (PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE ADDED TO PREVENT CAKING.), Fresh Basil Herb (FRESH BASIL.), Lemon Juice Not from Concentrate (LEMONS), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Sauce Balsamic Glaze (Cooked Grape Must, ""Aceto Balsamico Di Modena P.G.I."" (Wine, Vinegar, Concentrated and Cooked Grape Must, Caramel Color, Antioxidant: Sulphur Dioxide), Wine Vinegar, Caramel Color, Modified Corn Starch, Xanthan Gum.), Cheese Mozzarella Log Whole Milk Roseli 16 oz (PASTEURIZED MILK, VINEGAR, ENZYMES, SALT)",,2025-05-31T22:51:19.179738
243782341,Chocolate Crepe,13,Cafe,Breakfast,,Crepe (194g),610,29g,17g,NA,130mg,590mg,77g,1g,38g,11g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Chocolate Chip Mini Hershey 25 lb (SEMI-SWEET CHOCOLATE (SUGAR; CHOCOLATE; COCOA BUTTER; MILK FAT; LECITHIN (SOY); NATURAL FLAVOR; MILK))",,2025-05-31T22:51:20.105001
243782342,Chocolate Crepe with Strawberries,13,Cafe,Breakfast,,Crepe (250g),560,26g,15g,NA,130mg,590mg,73g,1g,34g,12g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Strawberries, Chocolate Chip Mini Hershey 25 lb (SEMI-SWEET CHOCOLATE (SUGAR; CHOCOLATE; COCOA BUTTER; MILK FAT; LECITHIN (SOY); NATURAL FLAVOR; MILK))",,2025-05-31T22:51:21.007936
243782340,Cinnamon Sugar Crepe,13,Cafe,Breakfast,,15oz (178g),480,22g,13g,NA,155mg,590mg,58g,4g,18g,12g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Sauce Vanilla (Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Juice Orange 100% Not-From-Concentrate V (PASTEURIZED ORANGE JUICE.), Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS)), Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Ground Cinnamon",,2025-05-31T22:51:21.991911
243782343,Cinnamon Sugar Crepe with Banana,13,Cafe,Breakfast,,15oz (235g),550,22g,13g,NA,155mg,590mg,73g,2g,38g,12g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Banana, Sauce Vanilla (Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Juice Orange 100% Not-From-Concentrate V (PASTEURIZED ORANGE JUICE.), Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS)), Cinnamon Sugar (White Granulated Cane Sugar (GRANULATED SUGAR), Ground Cinnamon)",,2025-05-31T22:51:22.955502
243782345,Croque Monsieur Crepe,13,Cafe,Breakfast,,Crepe (321g),830,49g,20g,NA,255mg,2330mg,43g,1g,7g,51g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Ham Bnls D Shaped Smkd Applewood (PORK, WATER, CANE SUGAR, SALT, NATURAL FLAVOR.), Swiss Cheese Blend (Cheese Parmesan Wheel Vac Pk 4/6 LBA (PASTEURIZED MILK, CHEESE CULTURE, SALT, RENNET), Sliced Swiss Cheese .75 oz (PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES.)), Dijonaise (Mayonnaise Heavy Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Mustard Dijon Extra Strong Shelf Stable (WATER, MUSTARD SEEDS, VINEGAR, SALT, SULFITES AS A PRESERVATIVE), Lemon Juice Not from Concentrate (LEMONS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground)",,2025-05-31T22:51:23.932891
243782344,Florentine Crepe,13,Cafe,Breakfast,,Crepe (330g),800,51g,21g,NA,395mg,3530mg,45g,2g,6g,37g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER)), Swiss Cheese Blend (Cheese Parmesan Wheel Vac Pk 4/6 LBA (PASTEURIZED MILK, CHEESE CULTURE, SALT, RENNET), Sliced Swiss Cheese .75 oz (PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES.)), Egg Shell Extra-Large Grade Aa White, Peppers Red Roasted Strip 1/4"" (BELL PEPPERS, WATER, SALT, CITRIC ACID.), Dijonaise (Mayonnaise Heavy Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Mustard Dijon Extra Strong Shelf Stable (WATER, MUSTARD SEEDS, VINEGAR, SALT, SULFITES AS A PRESERVATIVE), Lemon Juice Not from Concentrate (LEMONS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Cleaned Trimmed Spinach Flat Leaves (SPINACH), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground",,2025-05-31T22:51:24.877018
243782346,Plain Crepe,13,Cafe,Breakfast,,Crepe (137g),340,14g,8g,NA,130mg,590mg,39g,1g,4g,11g,"Crepe Batter (H&R All Purpose Flour, Gallon Whole Milk, Large White Eggs, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), White Granulated Cane Sugar (GRANULATED SUGAR), 20 oz Distilled Water (WATER))",,2025-05-31T22:51:25.789651
243782347,Banana,13,Cafe,Breakfast,,Banana (118g),110,0g,NA,NA,NA,0mg,27g,2g,NA,< 1g,Banana,,2025-05-31T22:51:26.653043
243782349,Homemade Whipped Cream,13,Cafe,Breakfast,,.5 oz Portion (14g),50,4.5g,3g,0g,20mg,0mg,2g,0g,1g,0g,"Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Sugar White Extra Fine Cane (SUGAR OR SUCROSE)",,2025-05-31T22:51:27.545891
243782348,Strawberry,13,Cafe,Breakfast,,2 oz Portion (57g),20,0g,0g,0g,0mg,0mg,4g,0g,3g,0g,Strawberries,,2025-05-31T22:51:28.413780
243782364,Chicken Parmesan Panini,13,Cafe,All Day,,Sandwich (340g),740,22g,8g,NA,95mg,1380mg,88g,3g,4g,48g,"Chicken Tenders (Chicken Breast Double Lobe Random, Plain Panko Bread Crumbs (BLEACHED WHEAT FLOUR, DEXTROSE, YEAST, SALT.  CONTAINS WHEAT), Oil Canola Tff Salad (COTTONSEED OIL), Gallon Whole Milk Vit D (MILK, VITAMIN D3), Flour All Purpose Sanford SG, Large White Eggs, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Bread Baguette Demi French White 4 Oz Un (UNBLEACHED ENRICHED WHEAT FLOUR WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, WATER, SALT, YEAST.), Marinara Sauce (Tomato Whole Plum W/ Basil In Juice Peel (VINE-RIPENED FRESH PLUM TOMATOES, TOMATO JUICE, FRESH BASIL LEAF, SALT AND NATURALLY DERIVED CITRIC ACID.), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Jumbo Yellow Onion, Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)), Swiss Cheese Blend (Cheese Parmesan Wheel Vac Pk 4/6 LBA (PASTEURIZED MILK, CHEESE CULTURE, SALT, RENNET), Sliced Swiss Cheese .75 oz (PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES.)), Fresh Basil Herb (FRESH BASIL.)",,2025-05-31T22:51:29.476818
243782365,Chicken Pesto Panini,13,Cafe,All Day,,Sandwich (324g),810,25g,9g,NA,95mg,1160mg,97g,5g,1g,49g,"Focaccia Bread (Flour All Purpose Sanford SG, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Salt Kosher Ground Fine Box (SALT, TRICALCIUM PHOSPHATE), Instant Bakers Dried Yeast (YEAST, SORBITAN MONOSTEARATE, ASCORBIC ACID), Sugar White Extra Fine Cane (SUGAR OR SUCROSE)), Chicken Breast Roasted (Chicken Breast Double Lobe Random, Lemon Juice Not from Concentrate (LEMONS), Spice Oregano Flake Plastic Jug Shelf St, Ground Coriander, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Cumin Ground Monarch 16 oz (GROUND CUMIN SEEDS), Spice Pepper Black Ground, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Cheese Provolone Sliced .5 oz (PASTUERIZED MILK, CHEESE CULTURE, SALT, ENZYMES.), Pesto No Nuts (Baby Spinach Flat Leaves (SPINACH), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Shredded Parmesan (PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE ADDED TO PREVENT CAKING.), Fresh Basil Herb (FRESH BASIL.), Lemon Juice Not from Concentrate (LEMONS), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Tomato 5x6 #1 Grade Round, Cleaned Trimmed Spinach Flat Leaves (SPINACH)",,2025-05-31T22:51:30.546604
243782366,French Beef Panini,13,Cafe,All Day,,Sandwich (385g),960,52g,16g,NA,145mg,1540mg,72g,3g,4g,51g,"Bread Baguette Demi French White 4 Oz Un (UNBLEACHED ENRICHED WHEAT FLOUR WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, WATER, SALT, YEAST.), Roast Beef Saladalia (Cap Off Beef Top Inside Round (BEEF, WATER, VINEGAR, SEA SALT. RUBBED WITH: SEA SALT, CRACKED BLACK PEPPER.), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Herb Mix (Herb Thyme Fresh 8 oz (FRESH THYME.), Fresh Oregano (FRESH OREGANO.), Fresh Basil Herb (FRESH BASIL.)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Spice Pepper Black Ground), White French Dressing (Buttermilk Whole (CULTURED MILK, SALT, CORNSTARCH, VIT D3), Mayonaise HVY Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Ranch Dressing (INGREDIENTS: SOYBEAN OIL, WATER, VINEGAR, SUGAR, EGG YOLKS, SALT, CONTAINS LESS THAN 2% OF MODIFIED FOOD STARCH, BUTTERMILK*, WHEY*, XANTHAN GUM, GARLIC*, SPICE, PHOSPHORIC ACID, ONIONS*, DISODIUM GUANYLATE, DISODIUM INOSINATE, NATURAL FLAVOR, SORBIC ACID AND CALCIUM DISODIUM EDTA (TO PROTECT FLAVOR) *DRIED)), Tomato 4x5 (TOMATO), Cheese Swiss Sliced 3.5"" Twin Pack (SWISS CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES).), Roasted Onions (Jumbo Red Onion, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Spice Pepper Black Ground, Herb Mix (Herb Thyme Fresh 8 oz (FRESH THYME.), Fresh Oregano (FRESH OREGANO.), Fresh Basil Herb (FRESH BASIL.)))",,2025-05-31T22:51:31.588731
